name	rating	review_count	city	category	postal_code	latitude	longitude
BeeHive Oven Biscuit Cafe	4.5	143	Brooklyn	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun']	11211	40.7126575942	-73.9603165265
Ace's Wings	5.0	28	Jersey City	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings']	07304	40.7184169924	-74.0848124649
Upstate	4.5	857	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood']	10003	40.7263139141	-73.9864901977
Traif	4.5	1349	Brooklyn	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates']	11211	40.710658	-73.958872
Cheeky Sandwiches	4.5	388	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches']	10002	40.7157898	-73.9916763
Fiore Deli of Hoboken	4.5	286	Hoboken	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis']	07030	40.743015	-74.036263
Hudson Eats At Brookfield Place	4.5	77	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court']	10281	40.7113181055	-74.0150917321
Uncle Gussy's	4.5	212	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek']	10154	40.757751	-73.972427
The Halal Guys	4.5	6039	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal']	10019	40.7617559583	-73.9792299271
Graham Avenue Meats And Deli	4.5	364	Brooklyn	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches']	11211	40.7184915	-73.9453259
Breakroom	4.5	328	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican']	10013	40.7166907226	-73.9999440121
Sunny and Annie's	4.5	226	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery']	10003	40.7245959526	-73.9815849066
Wafels & Dinges	4.5	1300	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian']	10011	40.7464643871	-74.0094900153
Bite	4.0	415	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches']	10003	40.733162	-73.98616
Nish Nush	4.5	225	New York	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher']	10013	40.715688	-74.007695
Piperi Mediterranean Grill	4.5	266	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free']	02108	42.3585362	-71.0607882
