name	rating	review_count	city	category	postal_code	latitude	longitude
Giacomo's Ristorante	4.0	1798	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian']	02113	42.3645782	-71.0534363
Mike & Patty's	4.5	648	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch']	02116	42.3485697037	-71.0677027702
Saus	4.0	613	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches']	02108	42.3610800092	-71.0570718851
Casa Razdora	4.5	190	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza']	02109	42.3580513	-71.0546112
Galleria Umberto	4.5	323	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches']	02113	42.3637781292	-71.0544499755
Hungry Mother	4.5	949	Cambridge	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches', 'Southern', 'southern']	02141	42.3676605	-71.0911789
Zo	4.5	258	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches', 'Southern', 'southern', 'Greek', 'greek']	02108	42.359085	-71.06012
Avana Sushi	4.5	489	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches', 'Southern', 'southern', 'Greek', 'greek', 'Japanese', 'japanese', 'Sushi Bars', 'sushi']	02111	42.3515208525	-71.0606982212
Neptune Oyster	4.5	2228	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches', 'Southern', 'southern', 'Greek', 'greek', 'Japanese', 'japanese', 'Sushi Bars', 'sushi', 'Seafood', 'seafood']	02113	42.363618	-71.056012
Sam LaGrassa's	4.5	537	Boston	['Asian Fusion', 'asianfusion', 'Cafes', 'cafes', 'Breakfast & Brunch', 'breakfast_brunch', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Bakeries', 'bakeries', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Asian Fusion', 'asianfusion', 'Pubs', 'pubs', 'Gastropubs', 'gastropubs', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Australian', 'australian', 'Bakeries', 'bakeries', 'Coffee & Tea', 'coffee', 'Food Stands', 'foodstands', 'Mexican', 'mexican', 'Seafood', 'seafood', 'Hot Dogs', 'hotdog', 'Mexican', 'mexican', 'Pizza', 'pizza', 'Halal', 'halal', 'Barbeque', 'bbq', 'Breakfast & Brunch', 'breakfast_brunch', 'Korean', 'korean', 'Asian Fusion', 'asianfusion', 'Mexican', 'mexican', 'Delis', 'delis', 'Grocery', 'grocery', 'Cheesesteaks', 'cheesesteaks', 'Sandwiches', 'sandwiches', 'Barbeque', 'bbq', 'Cafes', 'cafes', 'American (New)', 'newamerican', 'Filipino', 'filipino', 'Delis', 'delis', 'Mexican', 'mexican', 'Chinese', 'chinese', 'Southern', 'southern', 'Cafes', 'cafes', 'Cajun/Creole', 'cajun', 'Chicken Wings', 'chicken_wings', 'American (New)', 'newamerican', 'Seafood', 'seafood', 'American (New)', 'newamerican', 'Tapas/Small Plates', 'tapasmallplates', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Middle Eastern', 'mideastern', 'Food Court', 'food_court', 'Italian', 'italian', 'Food Trucks', 'foodtrucks', 'Greek', 'greek', 'Food Stands', 'foodstands', 'Middle Eastern', 'mideastern', 'Halal', 'halal', 'Meat Shops', 'meats', 'Delis', 'delis', 'Sandwiches', 'sandwiches', 'Burgers', 'burgers', 'Mexican', 'mexican', 'Sandwiches', 'sandwiches', 'Delis', 'delis', 'Grocery', 'grocery', 'Desserts', 'desserts', 'Food Stands', 'foodstands', 'Belgian', 'belgian', 'Sandwiches', 'sandwiches', 'Middle Eastern', 'mideastern', 'Vegetarian', 'vegetarian', 'Kosher', 'kosher', 'Mediterranean', 'mediterranean', 'Vegan', 'vegan', 'Gluten-Free', 'gluten_free', 'Italian', 'italian', 'Sandwiches', 'sandwiches', 'Breakfast & Brunch', 'breakfast_brunch', 'Sandwiches', 'sandwiches', 'Italian', 'italian', 'Pizza', 'pizza', 'Pizza', 'pizza', 'Salad', 'salad', 'Sandwiches', 'sandwiches', 'Southern', 'southern', 'Greek', 'greek', 'Japanese', 'japanese', 'Sushi Bars', 'sushi', 'Seafood', 'seafood', 'Sandwiches', 'sandwiches']	02108	42.3568611	-71.0598373
